player_id,first_name,last_name,birth_date,nationality,position,preferred_foot,height,weight,team_id,matches_played,goals,assists,yellow_cards,red_cards,jersey_number,team_name
385,Viktor,Gyökeres,1998-06-04,Sweden,Striker,Right,189.00,94.00,15,33,29,9,3,0,9,"Sporting Clube de Portugal"
386,Paulinho,Fernandes,1992-11-09,Portugal,Striker,Left,187.00,84.00,15,31,15,5,1,0,20,"Sporting Clube de Portugal"
387,Pedro,Gonçalves,1998-06-28,Portugal,"Offensive Midfielder",Right,173.00,78.00,15,32,11,12,4,0,8,"Sporting Clube de Portugal"
388,Miguel,Carvalho,1996-06-20,Portugal,Goalkeeper,Right,185.00,78.00,16,2,0,0,0,0,22,"Sporting Clube Farense"
389,Ricardo,Velho,1998-08-20,Portugal,Goalkeeper,Right,188.00,90.00,16,32,0,0,2,0,33,"Sporting Clube Farense"
390,Fran,Delgado,2001-07-11,Spain,"Right Back",Right,181.00,76.00,16,9,0,0,1,0,2,"Sporting Clube Farense"
391,David,Pastor,2000-02-20,Brazil,"Right Back",Right,181.00,78.00,16,30,0,3,9,1,28,"Sporting Clube Farense"
392,Igor,Rossi,1989-03-10,Brazil,"Center Back",Left,189.00,82.00,16,13,0,0,4,0,3,"Sporting Clube Farense"
393,Artur,Jorge,1994-08-14,Portugal,"Center Back",Right,186.00,78.00,16,9,0,0,3,0,4,"Sporting Clube Farense"
394,Zach,Muscat,1993-08-22,Malta,"Center Back",Right,184.00,80.00,16,22,2,0,4,1,6,"Sporting Clube Farense"
395,Gonçalo,Silva,1991-06-04,Portugal,"Center Back",Right,186.00,82.00,16,33,1,0,3,1,37,"Sporting Clube Farense"
396,Talys,Oliveira,1999-02-10,Brazil,"Left Back",Left,181.00,77.00,16,13,0,0,0,0,12,"Sporting Clube Farense"
397,João,Talocha,1989-08-30,Brazil,"Left Back",Left,180.00,76.00,16,26,0,1,3,0,31,"Sporting Clube Farense"
398,Cláudio,Falcão,1994-07-03,Brazil,"Defensive Midfielder",Right,187.00,77.00,16,31,4,1,12,0,29,"Sporting Clube Farense"
399,André,Seruca,2000-10-29,Portugal,"Defensive Midfielder",Right,192.00,84.00,16,6,0,0,0,0,50,"Sporting Clube Farense"
400,Rafael,Barbosa,1996-03-29,Portugal,"Offensive Midfielder",Right,174.00,71.00,16,27,1,1,1,0,8,"Sporting Clube Farense"
401,Jhon,Velásquez,1995-05-02,Colombia,"Offensive Midfielder",Right,174.00,67.00,16,2,0,0,0,0,10,"Sporting Clube Farense"
402,Mattheus,Oliveira,1994-07-07,Brazil,"Offensive Midfielder",Left,186.00,79.00,16,32,5,1,5,1,27,"Sporting Clube Farense"
403,Facundo,Cáseres,2001-05-28,Argentina,"Central Midfielder",Right,178.00,71.00,16,21,0,0,6,1,5,"Sporting Clube Farense"
404,Fabrício,Isidoro,1992-01-28,Brazil,"Central Midfielder",Right,172.00,64.00,16,32,3,1,8,1,14,"Sporting Clube Farense"
405,Vítor,Gonçalves,1992-03-29,Portugal,"Central Midfielder",Right,174.00,70.00,16,24,1,0,0,0,80,"Sporting Clube Farense"
406,Mohamed,Belloumi,2002-06-01,Argelia,"Right Winger",Left,174.00,66.00,16,33,7,4,3,0,62,"Sporting Clube Farense"
407,Bruno,Duarte,1996-03-24,Brazil,Striker,Right,183.00,80.00,16,32,13,3,6,0,62,"Sporting Clube Farense"
408,Zé,Luís,1991-01-24,"Cape Verde",Striker,Left,184.00,88.00,16,15,2,1,2,0,91,"Sporting Clube Farense"
409,Rui,Costa,1996-02-20,Portugal,Striker,Right,179.00,82.00,16,21,3,2,2,0,19,"Sporting Clube Farense"
410,Elves,Baldé,1999-10-02,Guinea-Bissau,"Right Winger",Right,168.00,62.00,16,28,1,3,0,0,7,"Sporting Clube Farense"
411,Marco,Matias,1989-05-10,Portugal,"Left Winger",Right,177.00,73.00,16,33,2,5,4,0,77,"Sporting Clube Farense"
412,Cristian,Ponde,1995-01-26,Portugal,"Right Winger",Right,181.00,75.00,16,14,1,1,0,0,20,"Sporting Clube Farense"
413,Anatoliy,Trubin,2001-08-01,Ukraine,Goalkeeper,Right,199.00,86.00,17,28,0,0,1,0,1,"Sport Lisboa e Benfica"
414,Samuel,Soares,2002-06-15,Portugal,Goalkeeper,Right,190.00,94.00,17,5,0,0,0,0,24,"Sport Lisboa e Benfica"
415,Alexander,Bah,1997-12-09,Denmark,"Right Back",Right,183.00,77.00,17,19,2,3,3,0,6,"Sport Lisboa e Benfica"
416,Tomás,Araújo,2002-05-16,Portugal,"Center Back",Right,187.00,81.00,17,13,1,0,0,0,44,"Sport Lisboa e Benfica"
417,António,Silva,2003-10-30,Portugal,"Center Back",Right,187.00,82.00,17,30,2,0,6,0,4,"Sport Lisboa e Benfica"
418,Felipe,Morato,2001-06-30,Brazil,"Center Back",Left,192.00,90.00,17,21,0,1,2,0,5,"Sport Lisboa e Benfica"
419,Nicolás,Otamendi,1988-02-12,Argentina,"Center Back",Right,183.00,80.00,17,31,2,1,11,1,30,"Sport Lisboa e Benfica"
420,Álvaro,Carreras,2003-03-23,Spain,"Left Back",Left,186.00,78.00,17,11,1,0,1,0,3,"Sport Lisboa e Benfica"
421,Florentino,Luís,1999-08-19,Portugal,"Defensive Midfielder",Right,184.00,76.00,17,30,0,0,8,0,61,"Sport Lisboa e Benfica"
422,João,Mário,1993-01-19,Portugal,"Offensive Midfielder",Right,179.00,74.00,17,31,2,1,4,0,20,"Sport Lisboa e Benfica"
423,Fredrik,Aursnes,1995-12-10,Norway,"Central Midfielder",Right,181.00,71.00,17,33,2,7,3,1,8,"Sport Lisboa e Benfica"
424,Orkun,Kökçü,2000-12-29,Turkey,"Central Midfielder",Right,175.00,72.00,17,27,7,8,7,0,10,"Sport Lisboa e Benfica"
425,João,Neves,2004-09-27,Portugal,"Central Midfielder",Right,174.00,66.00,17,33,3,1,3,0,87,"Sport Lisboa e Benfica"
426,David,Neres,1997-03-03,Brazil,"Right Winger",Left,176.00,69.00,17,24,5,8,1,0,7,"Sport Lisboa e Benfica"
427,Ángel,"Di María",1988-02-14,Argentina,"Right Winger",Left,180.00,66.00,17,28,9,10,4,0,11,"Sport Lisboa e Benfica"
428,Benjamín,Rollheiser,2000-03-24,Argentina,"Right Winger",Left,172.00,66.00,17,9,1,0,1,0,32,"Sport Lisboa e Benfica"
429,Tiago,Gouveia,2001-06-18,Portugal,"Right Winger",Right,176.00,73.00,17,13,2,3,1,0,47,"Sport Lisboa e Benfica"
430,Arthur,Cabral,1998-04-25,Brazil,Striker,Right,186.00,82.00,17,28,6,1,2,0,9,"Sport Lisboa e Benfica"
431,Casper,Tengstedt,2000-06-01,Denmark,Striker,Right,184.00,79.00,17,17,4,2,2,0,19,"Sport Lisboa e Benfica"
432,Marcos,Leonardo,2003-05-02,Brazil,Striker,Right,176.00,72.00,17,14,7,0,1,0,36,"Sport Lisboa e Benfica"
433,Rafa,Silva,1993-05-17,Portugal,"Offensive Midfielder",Right,172.00,64.00,17,30,14,12,3,0,27,"Sport Lisboa e Benfica"
434,Bruno,Varela,1994-11-04,"Cape Verde",Goalkeeper,Right,191.00,88.00,18,27,0,0,3,0,14,"Vitória Sport Clube"
435,Charles,Silva,1994-02-04,Brazil,Goalkeeper,Right,186.00,82.00,18,8,0,0,2,0,27,"Vitória Sport Clube"
436,Bruno,Gaspar,1993-04-21,Angola,"Right Back",Right,180.00,74.00,18,28,2,3,7,0,76,"Vitória Sport Clube"
437,Mikel,Villanueva,1993-04-14,Venezuela,"Center Back",Left,192.00,84.00,18,6,0,0,1,0,3,"Vitória Sport Clube"
438,Tomás,Ribeiro,1999-04-30,Portugal,"Center Back",Left,185.00,82.00,18,29,1,1,8,0,4,"Vitória Sport Clube"
439,Manu,Silva,2001-06-12,Portugal,"Defensive Midfielder",Right,189.00,83.00,18,23,2,0,5,0,6,"Vitória Sport Clube"
440,Toni,Borevkovic,1997-06-18,Croatia,"Center Back",Right,193.00,78.00,18,23,0,0,2,1,24,"Vitória Sport Clube"
441,Jorge,Fernandes,1997-04-02,Portugal,"Center Back",Right,191.00,81.00,18,29,1,1,5,0,44,"Vitória Sport Clube"
442,Ricardo,Mangas,1998-03-19,Portugal,"Left Back",Right,181.00,68.00,18,23,1,4,2,0,19,"Vitória Sport Clube"
443,Afonso,Freitas,2000-04-07,Portugal,"Left Back",Left,181.00,74.00,18,13,0,0,3,0,72,"Vitória Sport Clube"
444,Miguel,Maga,2002-11-16,Portugal,"Left Back",Right,175.00,68.00,18,22,0,0,2,0,2,"Vitória Sport Clube"
445,Tiago,Silva,1993-06-02,Portugal,"Offensive Midfielder",Right,170.00,62.00,18,29,5,5,8,0,10,"Vitória Sport Clube"
446,João,Mendes,1994-10-21,Portugal,"Offensive Midfielder",Right,183.00,77.00,18,26,7,2,4,1,17,"Vitória Sport Clube"
447,Nuno,Santos,1999-03-02,Portugal,"Offensive Midfielder",Right,179.00,73.00,18,27,2,4,5,1,77,"Vitória Sport Clube"
448,Dani,Silva,2000-04-11,Portugal,"Offensive Midfielder",Right,180.00,77.00,18,16,1,2,1,0,80,"Vitória Sport Clube"
449,Tomás,Händel,2000-11-27,Portugal,"Central Midfielder",Left,180.00,75.00,18,31,2,1,5,0,8,"Vitória Sport Clube"
450,Zé,Carlos,2001-10-30,Portugal,"Central Midfielder",Right,172.00,64.00,18,22,0,0,4,0,28,"Vitória Sport Clube"
451,André,André,1989-08-26,Portugal,"Central Midfielder",Right,174.00,68.00,18,18,0,3,10,0,21,"Vitória Sport Clube"
452,Kaio,César,2004-02-15,Brazil,"Right Winger",Left,168.00,64.00,18,12,0,0,3,0,37,"Vitória Sport Clube"
453,Adrián,Butzke,1999-03-30,Spain,Striker,Right,193.00,85.00,18,18,0,0,0,0,22,"Vitória Sport Clube"
454,Nélson,Oliveira,1991-08-08,Portugal,Striker,Right,186.00,82.00,18,15,2,1,5,0,79,"Vitória Sport Clube"
455,Jota,Silva,1999-08-01,Portugal,"Left Winger",Right,179.00,77.00,18,33,11,5,7,0,11,"Vitória Sport Clube"
